name,Age,Overall,Potential,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Position,Height,Weight,Release Clause
E. N'Dicka,18,71,83,8K,1659,Left,1,3,2,LCB,6'4,176lbs,6.5M
J. González,19,71,81,13K,1898,Right,1,4,3,CM,5'9,137lbs,7M
M. Suárez,22,71,78,0,1767,Right,1,4,2,RB,6'0,176lbs,
Y. Andreu,29,71,71,14K,1679,Right,1,3,3,LB,5'10,154lbs,3.6M
J. Obita,24,71,75,17K,1970,Left,1,3,3,LB,5'11,163lbs,5.1M
Z. Erdal,30,71,71,9K,1797,Left,1,2,2,LB,6'0,161lbs,3.4M
L. Capezzi,23,71,79,18K,1818,Right,1,2,3,CM,5'10,159lbs,
Elsinho,28,71,71,7K,1883,Right,1,3,3,RB,5'11,172lbs,2.4M
D. Asprilla,29,71,71,14K,1808,Right,1,4,4,RW,5'10,170lbs,3.8M
S. Torrico,38,71,71,6K,1124,Right,1,2,1,GK,6'0,185lbs,240K
Léo Gamalho,32,71,71,6K,1584,Right,1,3,3,ST,6'2,205lbs,2.4M
J. Plašil,36,71,71,18K,1790,Right,2,5,2,CM,6'0,157lbs,1.4M
T. Darikwa,26,71,72,27K,1814,Right,1,2,3,RB,6'2,170lbs,4.5M
Guilherme Sityá,28,71,71,7K,1783,Left,1,3,3,LB,5'10,168lbs,2.5M
Escassi,29,71,72,7K,1729,Right,1,4,2,CDM,6'1,172lbs,3.5M
G. Achilier,33,71,71,7K,1424,Right,1,2,2,LCB,5'10,187lbs,1.6M
Verza,31,71,71,5K,1901,Right,1,4,2,RCM,5'11,172lbs,2.5M
B. Salamon,27,71,72,9K,1647,Right,1,3,2,CB,6'5,196lbs,
A. Forshaw,26,71,72,26K,1855,Right,1,3,3,LCM,5'9,157lbs,5.4M
J. Quiñones,28,71,72,3K,1425,Right,1,2,2,RCB,6'5,190lbs,3.2M
W. Camacho,32,71,71,11K,1915,Left,1,4,3,LM,5'10,152lbs,2.8M
T. Buffel,37,71,71,8K,1844,Right,2,4,3,RM,5'9,154lbs,1.2M
Xisco,32,71,71,8K,1704,Right,1,3,3,ST,6'2,168lbs,3M
Adeilson Gesser,26,71,71,9K,1782,Left,1,2,3,RAM,5'9,154lbs,4.8M
Roderick Miranda,27,71,74,1K,1584,Right,1,2,2,CB,6'4,196lbs,5.5M
N. Besara,27,71,72,4K,1826,Right,1,3,3,CAM,6'0,168lbs,3.6M
D. Zbozień,29,71,71,4K,1821,Right,1,3,2,RB,6'1,176lbs,2.4M
J. Cuero,30,71,71,2K,1793,Left,1,2,3,LM,5'9,154lbs,3M
R. Coly,22,71,78,15K,1737,Left,1,2,2,LB,6'1,154lbs,5.9M
K. Müller,27,71,72,7K,1091,Right,1,3,1,GK,6'3,198lbs,3M
R. Zozulya,28,71,71,7K,1799,Right,1,3,2,ST,5'11,137lbs,3.9M
R. Mphahlele,28,71,71,1K,1696,Right,1,3,3,RB,6'1,176lbs,4.1M
K. Lee,30,71,71,18K,1856,Right,1,3,3,CM,5'10,168lbs,4.2M
B. Koita,27,71,71,11K,1624,Right,1,4,3,ST,6'1,190lbs,5.1M
Heltinho Melo,34,71,71,10K,1842,Right,1,3,3,LAM,5'9,150lbs,2.3M
Nascimentardo,30,71,71,14K,1760,Right,1,2,3,RAM,5'7,146lbs,4.1M
P. Barrera,31,71,71,14K,1849,Right,1,4,3,RM,5'10,159lbs,3.5M
R. Pucino,27,71,72,3K,1802,Right,1,3,3,RB,6'0,163lbs,3.7M
Miguel Rodrigues,25,71,74,6K,1594,Right,1,3,2,CB,6'2,168lbs,5.4M
C. Pinares,27,71,72,6K,1796,Left,1,3,3,LCM,5'9,161lbs,4M
A. Gonçalves,32,71,71,12K,1861,Right,1,4,3,CM,5'10,174lbs,3.6M
K. Musona,28,71,71,15K,1840,Right,1,4,3,CF,5'8,157lbs,3.7M
Tiago,25,71,72,8K,1886,Left,2,4,3,ST,5'11,159lbs,3.9M
N. Leiva,21,71,79,1K,1700,Right,1,3,3,LM,5'8,154lbs,8.4M
A. Schiavone,25,71,76,4K,1926,Right,1,3,3,CM,5'11,183lbs,5M
Manuel da Costa,32,71,71,14K,1587,Right,2,3,2,RCB,6'3,185lbs,2.6M
S. Hierländer,27,71,71,14K,1932,Right,1,3,3,RM,5'11,161lbs,3.6M
Bruno Alves,36,71,71,16K,1936,Right,2,3,3,RCB,6'2,179lbs,585K
J. Velázquez,27,71,73,13K,1641,Right,1,2,2,RCB,6'0,176lbs,4.1M
M. Chanot,28,71,73,6K,1598,Right,1,3,2,RCB,6'1,185lbs,3.5M
O. McBurnie,22,71,80,17K,1666,Right,1,2,3,ST,6'3,170lbs,7.8M
J. Onomah,21,71,83,33K,1759,Right,1,3,3,CAM,6'1,183lbs,
M. Madl,30,71,71,10K,1800,Right,1,3,2,RCB,5'11,163lbs,2.6M
Cucurella,19,71,82,27K,1890,Left,1,3,3,LM,5'8,152lbs,
C. Araujo,36,71,71,7K,1843,Right,1,3,3,LB,5'8,152lbs,405K
M. Hartmann,30,71,71,12K,1708,Right,1,3,2,CDM,6'4,207lbs,2.8M
M. Spiranovic,30,71,71,5K,1472,Right,1,4,2,CB,6'4,194lbs,2.2M
Chong Te Se,34,71,71,4K,1817,Right,2,2,3,ST,5'11,176lbs,1.6M
M. Albornoz,27,71,71,18K,1963,Left,1,3,3,LB,5'11,176lbs,3.5M
A. Nukan,24,71,78,22K,1515,Left,1,3,2,CB,6'5,190lbs,5.4M
L. Szukała,34,71,71,13K,1459,Right,1,3,2,CB,6'5,201lbs,1.5M
E. Perlaza,29,71,71,3K,1685,Right,1,3,2,RB,5'8,159lbs,2.4M
M. Dal Hende,27,71,71,13K,1959,Left,1,3,3,LWB,5'10,165lbs,2.5M
Emerson Avintes,26,71,71,11K,1764,Right,1,3,3,RAM,5'10,157lbs,4.8M
Saberto Botelho,30,71,71,9K,1781,Right,1,3,2,LDM,6'0,170lbs,3.3M
J. Dahlin,31,71,71,4K,1125,Right,1,3,1,GK,6'3,198lbs,1.9M
Martin Cordeia,34,71,71,17K,1786,Right,1,3,3,CAM,5'11,168lbs,2.3M
A. Oukidja,29,71,72,4K,1141,Right,1,2,1,GK,6'0,174lbs,3.4M
B. Angulo,22,71,77,0,1628,Right,1,4,3,ST,6'0,154lbs,
S. Burchert,28,71,71,6K,1066,Right,1,3,1,GK,6'2,172lbs,2.6M
Nélson Monte,22,71,77,5K,1629,Right,1,2,2,CB,6'2,172lbs,6.4M
D. Rojas,23,71,76,6K,1723,Left,1,4,3,CAM,5'5,115lbs,4.7M
Charles,24,71,77,4K,1086,Right,1,2,1,GK,6'1,185lbs,5.4M
H. Wolf,19,71,82,10K,1796,Left,1,3,4,CAM,5'9,150lbs,6.7M
E. Videla,30,71,71,8K,1927,Right,1,2,3,CM,5'9,161lbs,3.2M
P. Ledesma,34,71,71,9K,1856,Right,1,3,3,CDM,5'10,174lbs,1.1M
R. van Drongelen,19,71,83,4K,1604,Left,1,4,2,LCB,6'1,179lbs,6.5M
F. Jensen,20,71,80,11K,1839,Right,1,3,3,CF,6'0,176lbs,7M
Artur,22,71,76,5K,1801,Right,1,2,3,RDM,5'11,154lbs,4.2M
Edgar Costa,31,71,71,7K,1869,Right,1,3,3,RM,5'10,172lbs,4.4M
S. Martínez,24,71,74,7K,1776,Right,1,3,3,CDM,5'9,150lbs,
D. Fisher,24,71,75,8K,1651,Right,1,3,3,RB,5'9,154lbs,5.1M
L. Clarke,33,71,71,10K,1687,Right,1,4,2,ST,6'2,196lbs,2.8M
T. Hubočan,32,71,71,23K,1774,Right,1,4,2,CB,6'0,154lbs,2.6M
Dani Castellano,30,71,71,7K,1858,Left,1,3,3,LB,5'11,154lbs,2.7M
Javi Castellano,30,71,71,7K,1638,Right,1,3,2,CM,6'0,161lbs,2.8M
P. Olkowski,28,71,71,8K,1868,Right,1,2,3,RB,6'0,168lbs,3.6M
M. Caligiuri,34,71,71,7K,1869,Right,1,3,2,CB,5'11,165lbs,1.1M
Marlion Rolim,26,71,71,18K,1760,Right,1,3,3,LAM,5'9,154lbs,4.8M
D. Burn,26,71,73,25K,1509,Left,1,3,2,LCB,6'6,192lbs,
S. Schwab,27,71,72,11K,1975,Left,1,4,3,RDM,6'0,172lbs,3.5M
O. Aina,21,71,80,16K,1796,Right,1,3,3,RB,6'0,181lbs,6M
A. Mina,27,71,73,9K,1552,Right,1,3,2,LCB,6'3,185lbs,4.8M
S. Guirassy,22,71,79,13K,1753,Right,1,3,3,ST,6'2,181lbs,6M
L. Paqarada,23,71,75,4K,1835,Left,1,3,3,LB,6'0,168lbs,4.3M
J. Sánchez,28,71,71,22K,1907,Right,1,3,3,RB,5'6,150lbs,3.2M
J. Wallace,24,71,74,9K,1828,Right,1,4,3,RM,5'10,154lbs,5.9M
Jota,25,71,75,8K,1879,Right,1,3,3,LCM,5'7,154lbs,6.5M
Jesús Imaz,27,71,71,6K,1725,Right,1,4,3,CAM,5'9,154lbs,3.3M
Dani Hernández,32,71,71,5K,1169,Right,1,2,1,GK,6'5,196lbs,2.2M
K. Diatta,19,71,84,7K,1809,Right,1,3,3,RM,5'9,150lbs,9.4M
X. Chavalerin,27,71,72,11K,1843,Left,1,3,3,LDM,5'10,152lbs,4.6M
G. Tzavellas,30,71,71,9K,1948,Left,2,3,2,LCB,6'0,190lbs,3.5M
O. Omoijuanfo,24,71,78,3K,1814,Right,1,4,3,LS,6'2,165lbs,4.9M
S. Dimitrievski,24,71,77,4K,1145,Right,1,2,1,GK,6'2,179lbs,
Eltildo Bessa,34,71,71,15K,1765,Left,1,3,3,ST,5'5,137lbs,2.4M
B. Marshall,27,71,71,18K,1924,Right,1,4,3,LM,5'11,183lbs,4.7M
N. Mendez-Laing,26,71,72,30K,1733,Right,1,3,3,RW,5'11,165lbs,5.8M
Álex Martínez,27,71,71,6K,1900,Left,1,3,3,LB,5'9,148lbs,3.1M
Z. Bakkali,22,71,77,11K,1719,Right,1,4,3,LM,5'6,154lbs,5.5M
G. Gimbert,32,71,71,6K,1759,Right,1,4,3,ST,6'0,176lbs,3.3M
M. Gajić,22,71,75,19K,1839,Right,1,2,3,RB,5'10,165lbs,5.1M
S. Aigner,30,71,71,6K,1864,Right,2,4,3,ST,6'0,161lbs,3.2M
P. Köpke,22,71,79,16K,1763,Right,1,3,3,ST,5'10,165lbs,6.7M
F. Klos,30,71,71,11K,1654,Right,1,4,2,RS,6'4,205lbs,3.7M
K. McLean,26,71,73,18K,1924,Left,1,3,3,CM,6'0,154lbs,5.6M
M. Olsson,30,71,71,17K,1943,Left,2,2,3,LB,5'10,179lbs,3.3M
C. Nyman,25,71,74,5K,1746,Right,1,3,3,ST,6'1,181lbs,4.6M
O. Estupiñán,21,71,79,6K,1661,Left,1,2,3,ST,6'0,163lbs,8.2M
B. Wright,25,71,74,23K,1645,Right,1,3,2,CB,6'0,174lbs,4.9M
J. Bednarek,22,71,80,22K,1494,Right,1,3,2,LCB,6'2,170lbs,6.7M
L. Vibe,31,71,71,9K,1792,Right,1,3,3,ST,5'11,161lbs,4.6M
O. Jiménez,29,71,71,27K,1094,Right,1,3,1,GK,6'0,176lbs,2.7M
Alejandro Rodríguez,26,71,71,12K,1718,Right,1,2,3,ST,6'0,176lbs,
T. Elphick,30,71,71,12K,1513,Right,1,3,2,RCB,6'2,187lbs,
David Ferreiro,30,71,71,15K,1821,Right,1,3,3,LM,5'7,139lbs,4.9M
M. Gobbi,37,71,71,16K,1867,Left,2,3,3,LB,6'0,168lbs,486K
R. Insigne,24,71,75,31K,1702,Left,1,2,3,RW,5'8,143lbs,
N. Gyömbér,25,71,74,3K,1328,Right,1,3,2,RCB,6'2,163lbs,4.1M
Túlio Sandoiro,34,71,71,12K,1786,Right,1,3,4,ST,6'1,181lbs,2.4M
Hélder Barbosa,31,71,71,13K,1892,Left,1,4,4,LM,5'8,148lbs,4.2M
B. Sako,30,71,71,21K,1885,Left,1,3,3,LM,6'0,198lbs,4.3M
M. Domizzi,38,71,71,3K,1588,Left,2,3,2,CB,6'1,176lbs,504K
P. Oniangué,29,71,71,14K,1954,Right,2,2,3,CDM,6'3,172lbs,3.7M
P. Onuachu,24,71,78,14K,1676,Right,1,2,3,ST,6'7,185lbs,5.1M
F. Balmont,38,71,71,7K,1865,Right,2,3,3,CM,5'6,159lbs,1.5M
Antoñito,30,71,71,12K,1879,Right,1,3,3,RB,5'9,141lbs,3.8M
A. Baby,29,71,71,9K,1903,Left,1,3,3,LM,6'0,176lbs,3.5M
B. Petković,23,71,76,1K,1691,Right,1,3,3,ST,6'4,194lbs,7.3M
Nélson Lenho,34,71,71,8K,1889,Left,1,3,3,LB,5'10,157lbs,1.4M
Gumbau,23,71,77,14K,1733,Left,1,3,3,CDM,6'2,170lbs,6.4M
C. Aboagye,23,71,77,12K,1842,Right,1,3,3,CM,5'4,121lbs,6.1M
Y. Erdoğan,25,71,72,11K,1974,Left,1,4,3,LM,5'7,150lbs,5.8M
Paulinho,32,71,71,3K,1802,Right,1,3,3,ST,5'9,159lbs,3M
J. Cooper,23,71,75,8K,1526,Left,1,2,2,LCB,6'4,187lbs,5.1M
S. Malone,27,71,72,24K,1884,Left,1,3,3,LB,6'2,165lbs,4.3M
M. Maloča,29,71,71,7K,1544,Right,1,2,2,RCB,6'3,183lbs,2.9M
G. Berardi,29,71,71,25K,1807,Right,1,2,2,RB,5'10,159lbs,3.4M
Samu García,28,71,71,15K,1746,Right,1,4,3,RM,5'10,161lbs,5M
T. Derijck,31,71,71,12K,1630,Right,1,4,2,CB,6'1,179lbs,2.4M
A. Khalili,26,71,74,10K,1930,Right,1,2,3,CAM,6'0,170lbs,6.1M
Y. Endo,38,71,71,6K,1968,Right,3,3,3,RCM,5'10,165lbs,406K
E. Kaçe,24,71,74,1K,1968,Right,1,4,3,LDM,5'7,137lbs,6.7M
D. Machado,24,71,75,11K,1855,Left,1,3,3,LB,5'8,137lbs,
S. Plavšić,22,71,77,1K,1780,Left,1,3,3,LM,5'5,132lbs,7.8M
H. Reed,23,71,78,22K,1837,Right,1,3,3,RM,5'9,159lbs,
S. Klaiber,23,71,74,9K,1944,Right,1,3,3,RB,6'0,168lbs,3.9M
J. Boga,21,71,81,21K,1837,Right,1,3,3,LM,5'9,159lbs,7.3M
D. Contento,28,71,71,18K,1833,Left,2,3,3,LB,5'10,165lbs,3.4M
S. Padoin,34,71,71,18K,1976,Right,2,3,3,RB,5'10,161lbs,1.1M
D. Foulquier,25,71,76,27K,1824,Right,1,3,3,RM,6'0,172lbs,
Paco Montañés,31,71,71,7K,1859,Right,1,4,3,LM,5'8,161lbs,3.3M
T. Dingomé,27,71,72,11K,1935,Left,1,3,3,CDM,5'9,152lbs,4.6M
D. Kądzior,26,71,72,1K,1826,Left,1,2,3,RM,5'9,163lbs,6.3M
E. Taşdemir,22,71,78,9K,1914,Left,1,3,3,LB,5'9,154lbs,6.2M
P. Coutts,29,71,71,10K,1881,Right,1,3,3,CM,6'0,165lbs,4.3M
D. Dumić,26,71,74,11K,1618,Right,1,2,2,CB,6'4,187lbs,
Juan Carlos,30,71,71,5K,1268,Right,1,3,1,GK,6'2,181lbs,2.4M
S. Privat,28,71,71,6K,1665,Right,1,3,2,ST,6'2,194lbs,4.3M
G. Montiel,21,71,80,9K,1774,Right,1,3,2,RB,5'9,154lbs,5M
João Gamboa,21,71,79,5K,1819,Right,1,3,3,CDM,6'2,176lbs,7M
A. Zhirov,27,71,74,5K,1447,Left,1,3,2,CB,6'4,194lbs,4M
M. Tosetti,26,71,72,10K,1723,Right,1,4,3,RM,5'9,150lbs,4.2M
André Milazisco,34,71,71,7K,1090,Left,1,1,1,GK,6'2,187lbs,1.8M
M. Colin,26,71,72,17K,1812,Right,1,3,3,RB,5'11,168lbs,4.5M
F. Jozefzoon,27,71,71,29K,1747,Right,1,4,3,RW,5'9,159lbs,4.7M
D. Moor,34,71,71,5K,1691,Right,1,4,2,CB,6'0,165lbs,1.1M
A. Turan,34,71,71,11K,1543,Right,1,3,2,CB,6'1,179lbs,1.5M
O. Bayram,26,71,72,29K,2000,Left,1,3,3,LB,5'8,161lbs,4.5M
S. Bossut,32,71,71,8K,1178,Right,1,3,1,GK,6'2,174lbs,2M
J. Irvine,25,71,75,17K,1982,Right,1,3,3,CAM,6'2,154lbs,6M
D. Biraschi,23,71,78,9K,1565,Right,1,2,2,RCB,6'0,159lbs,5.4M
A. Bouchalakis,25,71,73,1K,1942,Left,1,4,3,CM,6'2,185lbs,6.5M
A. Voglsammer,26,71,73,11K,1775,Right,1,3,3,LS,5'10,179lbs,4.9M
Son Jun Ho,26,71,74,8K,1839,Right,1,3,3,RCM,5'10,137lbs,4M
A. El Said,32,71,71,23K,1816,Right,1,4,3,RCM,5'9,165lbs,3.1M
A. Yiadom,26,71,72,20K,1789,Right,1,3,3,RB,5'11,165lbs,4.5M
W. Sobota,31,71,71,12K,1815,Right,1,4,3,LM,5'9,139lbs,3.3M
I. Latovlevici,32,71,71,11K,1981,Left,1,3,3,LM,5'9,163lbs,2.6M
B. Leal,36,71,71,2K,1881,Right,1,3,3,LDM,5'8,141lbs,1M
E. Zelazny,26,71,74,11K,1005,Left,1,2,1,GK,6'1,176lbs,4.3M
A. Brignoli,26,71,73,2K,1119,Left,1,3,1,GK,6'2,163lbs,3.3M
K. Narey,23,71,74,9K,1897,Right,1,5,3,RM,5'11,165lbs,5M
M. Pugh,31,71,71,35K,1820,Right,1,4,4,LM,5'11,159lbs,4M
S. McTominay,21,71,81,43K,1847,Right,1,3,3,CM,6'4,194lbs,7.8M
Fabrício Baiano,26,71,75,7K,1764,Right,1,3,2,RDM,5'10,165lbs,5.5M
F. Navarro,29,71,71,18K,1928,Right,1,2,3,RB,5'5,137lbs,3M
R. Bajić,24,71,76,16K,1596,Left,1,3,3,ST,6'2,176lbs,
M. Le Bihan,28,71,71,22K,1786,Right,1,3,3,ST,6'0,176lbs,4.6M
A. Rentería,25,71,75,8K,1783,Right,1,3,3,ST,5'10,174lbs,
A. Leya Iseka,20,71,78,15K,1781,Right,1,3,3,ST,6'0,181lbs,7.5M
André Moreira,22,71,80,17K,1145,Right,1,2,1,GK,6'4,185lbs,
C. Gülselam,30,71,71,9K,1757,Right,1,3,2,LDM,6'4,194lbs,3.5M
M. Rodríguez,32,71,71,8K,1917,Right,1,3,3,RB,5'10,165lbs,1.8M
G. Litteri,30,71,71,4K,1643,Right,1,3,2,ST,6'1,181lbs,3.5M
Raphael Rossi,27,71,72,18K,1512,Right,1,1,2,CB,6'2,185lbs,3.4M
B. Kamara,21,71,77,6K,1059,Right,1,2,1,GK,6'4,185lbs,5.3M
R. Oshima,25,71,73,6K,1987,Right,1,4,3,RDM,5'6,141lbs,3.3M
L. Bruins,31,71,71,5K,1913,Right,1,4,4,LM,5'11,165lbs,3M
N. Kebano,26,71,72,35K,1837,Right,1,3,3,LW,5'7,143lbs,5.5M
Wiliam Santinho,34,71,71,13K,1077,Right,1,2,1,GK,6'5,201lbs,1.8M
L. Sadiku,26,71,73,9K,1803,Right,1,3,2,CDM,6'1,154lbs,4.9M
Y. Barbet,25,71,74,23K,1886,Left,1,2,3,LB,6'2,179lbs,4.8M
Javi Moyano,32,71,71,12K,1814,Right,1,3,2,RB,5'11,161lbs,2.9M
J. McLaughlin,29,71,72,8K,1282,Right,1,3,1,GK,6'2,183lbs,3.4M
M. Büchel,27,71,71,10K,1894,Left,1,3,3,CM,5'9,157lbs,4.4M
B. Oviedo,28,71,71,9K,1951,Left,2,3,3,LB,5'8,154lbs,3.3M
J. Osorio,26,71,74,6K,1867,Right,1,4,3,CM,5'9,161lbs,4.6M
Wagner Orsinho,30,71,71,16K,1872,Left,1,3,2,LB,5'9,152lbs,3.3M
J. Elías,22,71,78,8K,1773,Right,1,2,3,RCM,5'11,152lbs,4.7M
Evandro,31,71,71,18K,1906,Right,1,3,3,CAM,5'10,159lbs,4M
Manu Morlanes,19,71,83,9K,1862,Right,1,3,3,CM,5'10,165lbs,9.3M
K. Großkreutz,29,71,71,6K,1852,Right,2,3,2,RB,6'1,170lbs,2.6M
T. Kessler,32,71,71,10K,1132,Right,1,3,1,GK,6'6,203lbs,2M
M. Beevers,28,71,71,8K,1527,Left,1,2,2,LCB,6'4,176lbs,3.6M
D. Gastaldello,35,71,71,2K,1516,Right,2,3,2,LCB,6'1,170lbs,853K
P. Faragò,25,71,73,18K,1790,Right,1,3,3,RM,6'2,176lbs,5.1M
C. Ramírez,30,71,71,2K,1809,Left,1,4,2,LCB,6'0,179lbs,2.4M
I. Bennacer,20,71,82,7K,1924,Left,1,3,3,CM,5'8,141lbs,8.1M
O. Coulibaly,28,71,71,1K,1750,Right,1,2,3,RB,6'0,165lbs,4.1M
Alex Alegría,25,71,74,15K,1626,Right,1,3,3,ST,6'2,181lbs,
C. Adjapong,20,71,81,21K,1808,Right,1,3,4,LM,5'11,163lbs,7.3M
Dorado,35,71,71,8K,1504,Left,1,3,2,CB,5'11,154lbs,1.2M
J. Walters,34,71,71,33K,1874,Right,2,3,2,ST,6'0,174lbs,
A. De Sart,21,71,78,6K,1950,Right,1,3,3,LDM,5'11,148lbs,5.6M
Luisinho Conradi,30,71,71,19K,1908,Left,1,3,3,LB,5'9,172lbs,3.3M
B. Özcan,20,71,78,15K,1696,Right,1,4,3,CAM,5'11,174lbs,6.4M
P. Bamford,24,71,76,25K,1759,Left,1,3,3,ST,6'1,157lbs,6.3M
R. López,25,71,76,16K,1943,Right,1,3,3,RB,6'1,163lbs,4.6M
F. Monteseirín,23,71,78,9K,1597,Right,1,3,2,CB,6'0,181lbs,4.8M
A. Calabresi,22,71,79,15K,1536,Right,1,3,2,CB,6'1,165lbs,5.7M
J. Léa Siliki,22,71,81,17K,1939,Left,1,2,3,CM,6'0,154lbs,7.9M
J. De Sart,23,71,76,8K,1907,Right,1,3,3,CDM,6'1,161lbs,4.2M
M. Sylla,24,71,75,13K,1776,Right,1,4,3,RM,5'9,165lbs,
K. Boli,27,71,74,9K,1583,Right,1,3,2,LCB,6'0,168lbs,5.3M
D. Avdijaj,21,71,78,6K,1748,Right,1,4,3,LW,5'8,154lbs,5.5M
Nauzet,33,71,71,6K,1053,Right,1,2,1,GK,6'3,192lbs,1.9M
G. Molins,29,71,71,6K,1804,Right,1,3,3,ST,6'1,183lbs,3.1M
M. Hector,25,71,74,16K,1661,Right,1,3,2,LCB,6'4,181lbs,4.9M
S. Andersson,26,71,72,21K,1593,Right,1,2,2,ST,6'3,187lbs,4.7M
F. Erpen,35,71,71,7K,1670,Right,1,3,2,CB,5'11,172lbs,798K
F. Meza,28,71,73,6K,1656,Right,1,2,2,CB,5'9,163lbs,3.3M
D. Lemos,29,71,71,10K,1798,Right,1,3,2,LDM,5'10,181lbs,2.7M
Z. Kuzmanović,30,71,71,17K,1874,Right,2,3,3,CM,6'1,176lbs,3.3M
Lisandro Semedo,22,71,77,6K,1720,Right,1,3,4,RW,5'9,163lbs,5.4M
J. Prior,22,71,77,15K,1188,Right,1,2,1,GK,6'2,190lbs,5M
V. Salazar,25,71,76,11K,1800,Right,1,2,3,RB,5'9,148lbs,4.1M
A. Diomande,28,71,71,7K,1723,Right,1,3,3,ST,5'11,179lbs,3.7M
A. Niane,25,71,73,10K,1647,Right,1,3,3,ST,6'0,154lbs,4.6M
Stephen Eustáquio,21,71,83,5K,1894,Right,1,3,2,CDM,5'10,150lbs,8.6M
W. Montoya,24,71,74,14K,1752,Right,1,3,3,RM,5'9,161lbs,5.3M
Kadu,31,71,71,14K,1462,Right,1,2,2,CB,6'2,176lbs,3.2M
D. Bentley,24,71,76,16K,1187,Right,1,3,1,GK,6'2,159lbs,4.5M
B. Drągowski,20,71,82,15K,1164,Right,1,2,1,GK,6'2,163lbs,6.1M
G. Mancini,22,71,80,13K,1508,Right,1,3,2,LCB,6'3,170lbs,6M
T. Clarke,30,71,71,9K,1477,Right,1,3,2,RB,5'11,170lbs,3.3M
F. Boeckx,31,71,71,10K,1189,Right,1,3,1,GK,5'11,176lbs,2.2M
Adryan,23,71,77,17K,1769,Right,1,4,4,LS,5'9,154lbs,5.4M
M. Grüttner,32,71,71,9K,1740,Right,1,4,2,RS,6'1,185lbs,2.9M
J. Cevallos,23,71,76,9K,1802,Right,1,4,3,CAM,6'1,168lbs,5M
L. Acosta,23,71,79,6K,1244,Right,1,3,1,GK,6'2,185lbs,4.3M
M. Guendouzi,19,71,84,20K,1860,Right,1,3,3,CDM,6'1,150lbs,10M
F. Nita,30,71,71,1K,1018,Right,1,2,1,GK,6'0,161lbs,3.3M
P. Ebert,31,71,71,13K,1956,Right,1,4,3,LF,5'9,172lbs,3.3M
D. Marshall,33,71,71,13K,1132,Right,1,3,1,GK,6'3,183lbs,2.3M
K. Peterson,23,71,77,6K,1816,Right,1,5,4,LM,6'1,174lbs,5.4M
S. Lammers,21,71,80,8K,1714,Left,1,5,3,ST,6'2,170lbs,
A. King,29,71,71,38K,1930,Right,1,3,3,CM,6'0,174lbs,4.3M
P. Mwene,24,71,78,13K,1767,Right,1,4,3,RB,5'8,150lbs,5.6M
Andrei Girotto,26,71,73,15K,1842,Right,1,2,2,CDM,6'1,174lbs,4.7M
Danilo Silva,31,71,71,15K,1726,Right,1,4,2,RCB,6'1,154lbs,
B. Kuscevic,22,71,81,6K,1671,Right,1,3,2,LCB,6'1,176lbs,5.3M
D. Sallói,21,71,80,5K,1827,Right,1,3,3,LW,6'1,150lbs,6.3M
Ukra,30,71,71,5K,1838,Right,1,4,3,RW,5'9,163lbs,4.7M
B. Acosta,31,71,71,4K,1617,Right,1,3,2,LCB,6'0,203lbs,2M
Tramontinaldo,34,71,71,9K,1833,Right,1,3,2,RB,5'9,157lbs,1.3M
S. Hernández,31,71,71,3K,1790,Right,1,4,3,CAM,5'10,163lbs,2.9M
L. Lacroix,26,71,76,17K,1629,Right,1,3,2,CB,6'6,203lbs,
A. Godoy,28,71,71,6K,1745,Left,1,3,3,RCM,6'0,165lbs,3.4M
N. McGinn,30,71,71,6K,1828,Right,1,5,3,RM,5'10,161lbs,3.9M
T. Boyd,23,71,76,6K,1629,Right,1,3,3,RM,5'11,146lbs,6.9M
M. Eikrem,27,71,71,6K,1826,Right,1,4,3,CAM,6'0,152lbs,3M
Kang Hyeon Mu,23,71,75,4K,1121,Right,1,3,1,GK,6'1,172lbs,2.9M
H. Toledo,22,71,76,9K,1856,Right,1,3,3,LW,5'10,159lbs,4.8M
M. Lacen,34,71,71,7K,1915,Left,2,3,3,CDM,5'9,163lbs,1.2M
E. Adu,27,71,71,7K,1737,Right,1,3,3,CM,5'10,148lbs,3.2M
L. Antei,26,71,74,4K,1462,Right,1,2,2,CB,6'2,170lbs,4.1M
Adriano,30,71,71,9K,1736,Right,2,3,3,ST,5'7,141lbs,3M
N. Foor,26,71,73,10K,1948,Left,1,5,3,LCM,5'8,146lbs,4.4M
C. Quintana,30,71,71,10K,1514,Left,1,3,2,CB,6'3,185lbs,2.6M
Ângelo Neto,26,71,71,5K,1889,Right,1,2,3,RCM,5'11,165lbs,5.2M
A. Tinnerholm,27,71,72,5K,1817,Right,1,3,3,RB,5'9,165lbs,3.5M
V. Verre,24,71,76,18K,1831,Right,1,4,3,LCM,5'11,154lbs,
I. Provedel,24,71,77,6K,1134,Right,1,2,1,GK,6'4,185lbs,4.7M
R. Herrera,29,71,71,18K,1549,Right,1,3,2,CB,6'2,183lbs,3.1M
J. Féret,35,71,71,4K,1860,Right,2,4,3,CAM,6'2,168lbs,1.8M
J. Attamah,24,71,74,12K,1713,Right,1,2,2,CB,5'11,176lbs,5M
Bremer,21,71,80,16K,1571,Right,1,2,2,CB,6'0,176lbs,6.1M
